URL,U ID,Public,Derived View,Parent UID,Domain,Type,Name,Description,Visits,Creation Date,Last Update Date (data),Category,Keywords,Downloads,Owner,Contact Email,License,Publication Stage,data_provided_by,KML File,Date Metadata Written,Time Period of Content,api_endpoint,program performance,Place Keywords,Shape File,Update Frequency,Jurisdiction,source_link,Dataset Icon Link,State Agency Performing Data Updates,owner_uid,provenance,Link Updated? ,new link,found link
https://opendata.maryland.gov/d/ynzp-27um,ynzp-27um,TRUE,FALSE,,opendata.maryland.gov,href,MD iMAP: Access Structures,"This is a MD iMAP hosted service. Find more information at http://imap.maryland.gov.   Shoreline Situation Reports (SSR) is intended to assist planners -  managers -  and regulators in decisions pertaining to management of coastal areas and natural resources therein. Data collected describes conditions in the immediate riparian zone -  the bank -  and along the shore. Map Service Link: http://geodata.md.gov/imap/rest/services/Hydrology/MD_ShorelineInventory/MapServer ADDITIONAL LICENSE TERMS: The Spatial Data and the information therein (collectively ""the Data"") is provided ""as is"" without warranty of any kind either expressed implied or statutory. The user assumes the entire risk as to quality and performance of the Data. No guarantee of accuracy is granted nor is any responsibility for reliance thereon assumed. In no event shall the State of Maryland be liable for direct indirect incidental consequential or special damages of any kind. The State of Maryland does not accept liability for any damages or misrepresentation caused by inaccuracies in the Data or as a result to changes to the Data nor is there responsibility assumed to maintain the Data in any manner or form. The Data can be freely distributed as long as the metadata entry is not modified or deleted. Any data derived from the Data must acknowledge the State of Maryland in the metadata.",90,07/29/2016 09:28:00 PM +0000,07/29/2016 9:28:00 PM,Hydrology,"hydrology,shoreline inventory,shoreline structures,md,maryland,wms,wfs,vector,dynamic,hydr,md dnr,dnr,maryland department of natural resources,riparian zones,marsh,beach,bank,phragmites,ssr,shoreline situation reports,virginia institute of marine science,vims,md imap",1,Open Data Administrator,patrick.mcloughlin@maryland.gov,Public Domain,published,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/69b4a0f2937641c7a09c66287a645738_0.kml,7/20/16,Service first issued on 2014-06-25. Service most recently modified on 2015-01-29.,https://opendata.maryland.gov/resource/ynzp-27um.json,,Bounding Box: -77.2742 (W) to -75.0551 (W) and 37.9121 (N) to 39.7215 (N),http://data.imap.maryland.gov/datasets/69b4a0f2937641c7a09c66287a645738_0.zip,All map layers from MD iMAP are in the process of being surveyed to determine this information.,State of Maryland,http://geodata.md.gov/imap/rest/services/Hydrology/MD_ShorelineInventory/MapServer/0,https://www.arcgis.com/sharing/rest/community/groups/da0c11f61f204f1db1677bedb3fe81c8/info/iso_category_icons_65-14.png,Department of Natural Resources,qyns-3jhx,official,No,https://mdgeodata.md.gov/imap/rest/services/Hydrology/MD_ShorelineInventory/MapServer/0,https://mdgeodata.md.gov/imap/rest/services/Hydrology/MD_ShorelineInventory/MapServer
https://opendata.maryland.gov/d/rqpt-afka,rqpt-afka,TRUE,FALSE,,opendata.maryland.gov,href,MD iMAP: Bank Cover,"This is a MD iMAP hosted service. Find more information at http://imap.maryland.gov.   Shoreline Situation Reports (SSR) is intended to assist planners -  managers -  and regulators in decisions pertaining to management of coastal areas and natural resources therein. Data collected describes conditions in the immediate riparian zone -  the bank -  and along the shore. Map Service Link: http://geodata.md.gov/imap/rest/services/Hydrology/MD_ShorelineInventory/MapServer ADDITIONAL LICENSE TERMS: The Spatial Data and the information therein (collectively ""the Data"") is provided ""as is"" without warranty of any kind either expressed implied or statutory. The user assumes the entire risk as to quality and performance of the Data. No guarantee of accuracy is granted nor is any responsibility for reliance thereon assumed. In no event shall the State of Maryland be liable for direct indirect incidental consequential or special damages of any kind. The State of Maryland does not accept liability for any damages or misrepresentation caused by inaccuracies in the Data or as a result to changes to the Data nor is there responsibility assumed to maintain the Data in any manner or form. The Data can be freely distributed as long as the metadata entry is not modified or deleted. Any data derived from the Data must acknowledge the State of Maryland in the metadata.",54,07/29/2016 09:20:00 PM +0000,07/29/2016 9:20:00 PM,Hydrology,"hydrology,shoreline inventory,shoreline structures,md,maryland,wms,wfs,vector,dynamic,hydr,md dnr,dnr,maryland department of natural resources,riparian zones,marsh,beach,bank,phragmites,ssr,shoreline situation reports,virginia institute of marine science,vims,md imap",1,Open Data Administrator,patrick.mcloughlin@maryland.gov,Public Domain,published,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/69b4a0f2937641c7a09c66287a645738_6.kml,7/20/16,Service first issued on 2014-06-25. Service most recently modified on 2015-01-29.,https://opendata.maryland.gov/resource/rqpt-afka.json,,Bounding Box: -77.2742 (W) to -75.0551 (W) and 37.9121 (N) to 39.7215 (N),http://data.imap.maryland.gov/datasets/69b4a0f2937641c7a09c66287a645738_6.zip,All map layers from MD iMAP are in the process of being surveyed to determine this information.,State of Maryland,http://geodata.md.gov/imap/rest/services/Hydrology/MD_ShorelineInventory/MapServer/6,https://www.arcgis.com/sharing/rest/community/groups/da0c11f61f204f1db1677bedb3fe81c8/info/iso_category_icons_65-14.png,,qyns-3jhx,official,No,https://mdgeodata.md.gov/imap/rest/services/Hydrology/MD_ShorelineInventory/MapServer/6,https://mdgeodata.md.gov/imap/rest/services/Hydrology/MD_ShorelineInventory/MapServer
https://opendata.maryland.gov/d/5gg4-xw2a,5gg4-xw2a,TRUE,FALSE,,opendata.maryland.gov,href,MD iMAP: Beach Buffer,"This is a MD iMAP hosted service. Find more information at http://imap.maryland.gov.   Shoreline Situation Reports (SSR) is intended to assist planners -  managers -  and regulators in decisions pertaining to management of coastal areas and natural resources therein. Data collected describes conditions in the immediate riparian zone -  the bank -  and along the shore. Map Service Link: http://geodata.md.gov/imap/rest/services/Hydrology/MD_ShorelineInventory/MapServer ADDITIONAL LICENSE TERMS: The Spatial Data and the information therein (collectively ""the Data"") is provided ""as is"" without warranty of any kind either expressed implied or statutory. The user assumes the entire risk as to quality and performance of the Data. No guarantee of accuracy is granted nor is any responsibility for reliance thereon assumed. In no event shall the State of Maryland be liable for direct indirect incidental consequential or special damages of any kind. The State of Maryland does not accept liability for any damages or misrepresentation caused by inaccuracies in the Data or as a result to changes to the Data nor is there responsibility assumed to maintain the Data in any manner or form. The Data can be freely distributed as long as the metadata entry is not modified or deleted. Any data derived from the Data must acknowledge the State of Maryland in the metadata.",64,07/29/2016 09:22:00 PM +0000,07/29/2016 9:22:00 PM,Hydrology,"hydrology,shoreline inventory,shoreline structures,md,maryland,wms,wfs,vector,dynamic,hydr,md dnr,dnr,maryland department of natural resources,riparian zones,marsh,beach,bank,phragmites,ssr,shoreline situation reports,virginia institute of marine science,vims,md imap",0,Open Data Administrator,patrick.mcloughlin@maryland.gov,Public Domain,published,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/69b4a0f2937641c7a09c66287a645738_4.kml,7/20/16,Service first issued on 2014-06-25. Service most recently modified on 2015-01-29.,https://opendata.maryland.gov/resource/5gg4-xw2a.json,,Bounding Box: -77.2742 (W) to -75.0551 (W) and 37.9121 (N) to 39.7215 (N),http://data.imap.maryland.gov/datasets/69b4a0f2937641c7a09c66287a645738_4.zip,All map layers from MD iMAP are in the process of being surveyed to determine this information.,State of Maryland,http://geodata.md.gov/imap/rest/services/Hydrology/MD_ShorelineInventory/MapServer/4,https://www.arcgis.com/sharing/rest/community/groups/da0c11f61f204f1db1677bedb3fe81c8/info/iso_category_icons_65-14.png,,qyns-3jhx,official,No,https://mdgeodata.md.gov/imap/rest/services/Hydrology/MD_ShorelineInventory/MapServer/4,https://mdgeodata.md.gov/imap/rest/services/Hydrology/MD_ShorelineInventory/MapServer
https://opendata.maryland.gov/d/6gug-22xp,6gug-22xp,TRUE,FALSE,,opendata.maryland.gov,href,MD iMAP: Shoreline Bank Height and Condition,"This is a MD iMAP hosted service. Find more information at http://imap.maryland.gov.   Shoreline Situation Reports (SSR) is intended to assist planners -  managers -  and regulators in decisions pertaining to management of coastal areas and natural resources therein. Data collected describes conditions in the immediate riparian zone -  the bank -  and along the shore. Map Service Link: http://geodata.md.gov/imap/rest/services/Hydrology/MD_ShorelineInventory/MapServer ADDITIONAL LICENSE TERMS: The Spatial Data and the information therein (collectively ""the Data"") is provided ""as is"" without warranty of any kind either expressed implied or statutory. The user assumes the entire risk as to quality and performance of the Data. No guarantee of accuracy is granted nor is any responsibility for reliance thereon assumed. In no event shall the State of Maryland be liable for direct indirect incidental consequential or special damages of any kind. The State of Maryland does not accept liability for any damages or misrepresentation caused by inaccuracies in the Data or as a result to changes to the Data nor is there responsibility assumed to maintain the Data in any manner or form. The Data can be freely distributed as long as the metadata entry is not modified or deleted. Any data derived from the Data must acknowledge the State of Maryland in the metadata.",72,07/29/2016 09:24:00 PM +0000,07/29/2016 9:24:00 PM,Hydrology,"hydrology,shoreline inventory,shoreline structures,md,maryland,wms,wfs,vector,dynamic,hydr,md dnr,dnr,maryland department of natural resources,riparian zones,marsh,beach,bank,phragmites,ssr,shoreline situation reports,virginia institute of marine science,vims,md imap",0,Open Data Administrator,patrick.mcloughlin@maryland.gov,Public Domain,published,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/69b4a0f2937641c7a09c66287a645738_7.kml,7/20/16,Service first issued on 2014-06-25. Service most recently modified on 2015-01-29.,https://opendata.maryland.gov/resource/6gug-22xp.json,,Bounding Box: -77.2742 (W) to -75.0551 (W) and 37.9121 (N) to 39.7215 (N),http://data.imap.maryland.gov/datasets/69b4a0f2937641c7a09c66287a645738_7.zip,All map layers from MD iMAP are in the process of being surveyed to determine this information.,State of Maryland,http://geodata.md.gov/imap/rest/services/Hydrology/MD_ShorelineInventory/MapServer/7,https://www.arcgis.com/sharing/rest/community/groups/da0c11f61f204f1db1677bedb3fe81c8/info/iso_category_icons_65-14.png,,qyns-3jhx,official,No,https://mdgeodata.md.gov/imap/rest/services/Hydrology/MD_ShorelineInventory/MapServer/7,https://mdgeodata.md.gov/imap/rest/services/Hydrology/MD_ShorelineInventory/MapServer
https://opendata.maryland.gov/d/fwn6-8ir2,fwn6-8ir2,TRUE,FALSE,,opendata.maryland.gov,href,MD iMAP: Maryland Agricultural Designations - Priority Preservation Areas,"This is a MD iMAP hosted service. Find more information at  http://imap.maryland.gov. This layer illustrates Priority Preservation Areas as adopted by each respective county in the state of Maryland that wishes to gain certification for preservation funding. This data is compiled GIS data provided directly from each county. In addition -  this data is in the process of being realigned to the 2012 MD iMAP parcel polygons. The realignments are available on a county by county basis depending on the production schedule. Last Updated:  06/2014Feature Service Link:http://geodata.md.gov/imap/rest/services/Agriculture/MD_AgriculturalDesignations/FeatureServer/1 ADDITIONAL LICENSE TERMS: The Spatial Data and the information therein (collectively ""the Data"") is provided ""as is"" without warranty of any kind either expressed implied or statutory. The user assumes the entire risk as to quality and performance of the Data. No guarantee of accuracy is granted nor is any responsibility for reliance thereon assumed. In no event shall the State of Maryland be liable for direct indirect incidental consequential or special damages of any kind. The State of Maryland does not accept liability for any damages or misrepresentation caused by inaccuracies in the Data or as a result to changes to the Data nor is there responsibility assumed to maintain the Data in any manner or form. The Data can be freely distributed as long as the metadata entry is not modified or deleted. Any data derived from the Data must acknowledge the State of Maryland in the metadata.",74,07/29/2016 09:06:00 PM +0000,07/29/2016 9:06:00 PM,Agriculture,"priority preservation area,ppa,conservation,preservation,maryland department of planning,maryland agricultural land preservation foundation,maryland,md imap,vector,dynamic,wms,wfs,mdp,malpf",0,Open Data Administrator,patrick.mcloughlin@maryland.gov,Public Domain,published,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/994056da227a44a9a525ee71a9db47ec_1.kml,7/20/16,Service first issued on 2016-01-29. Service most recently modified on 2016-01-29.,https://opendata.maryland.gov/resource/fwn6-8ir2.json,,Bounding Box: -78.0244 (W) to -75.1951 (W) and 37.9941 (N) to 39.7222 (N),http://data.imap.maryland.gov/datasets/994056da227a44a9a525ee71a9db47ec_1.zip,All map layers from MD iMAP are in the process of being surveyed to determine this information.,State of Maryland,http://geodata.md.gov/imap/rest/services/Agriculture/MD_AgriculturalDesignations/FeatureServer/1,https://www.arcgis.com/sharing/rest/community/groups/4cda960b12424f6ea548ea4077c0a306/info/iso_category_icons_65-02.png,,qyns-3jhx,official,No,https://mdgeodata.md.gov/imap/rest/services/Agriculture/MD_AgriculturalDesignations/FeatureServer/1,https://mdgeodata.md.gov/imap/rest/services/Agriculture/MD_AgriculturalDesignations/FeatureServer
https://opendata.maryland.gov/d/c2sx-usxs,c2sx-usxs,TRUE,FALSE,,opendata.maryland.gov,href,MD iMAP: Maryland Transit - Light Rail Lines,"This is a MD iMAP hosted service layer. Find more information at http://imap.maryland.gov. Maryland Transit Administration light rail routes. See http://mta.maryland.gov/light-rail for more information.  Last Updated:  04/2015 Feature Service Layer Link: http://geodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer/3 ADDITIONAL LICENSE TERMS: The Spatial Data and the information therein (collectively ""the Data"") is provided ""as is"" without warranty of any kind either expressed implied or statutory. The user assumes the entire risk as to quality and performance of the Data. No guarantee of accuracy is granted nor is any responsibility for reliance thereon assumed. In no event shall the State of Maryland be liable for direct indirect incidental consequential or special damages of any kind. The State of Maryland does not accept liability for any damages or misrepresentation caused by inaccuracies in the Data or as a result to changes to the Data nor is there responsibility assumed to maintain the Data in any manner or form. The Data can be freely distributed as long as the metadata entry is not modified or deleted. Any data derived from the Data must acknowledge the State of Maryland in the metadata.",116,07/29/2016 09:03:00 PM +0000,07/29/2016 9:03:00 PM,Transportation,"tran,transportation,parking,runways,navigable waterways,transit,rail,bus,airport,sea port,mta,maryland transit authority,wmata,washington metropolitan area transit authority,metro,subway,light rail,marc,us bts,united states bureau of transportation statistics,wms,wfs,kml,maryland,md imap,md",0,Open Data Administrator,patrick.mcloughlin@maryland.gov,Public Domain,published,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/c7cb3ce4aaac4deb921e2a154cf22205_3.kml,7/20/16,Service first issued on 2016-02-16. Service most recently modified on 2016-02-16.,https://opendata.maryland.gov/resource/c2sx-usxs.json,,Bounding Box: -76.6762 (W) to -76.6164 (W) and 39.1719 (N) to 39.4963 (N),http://data.imap.maryland.gov/datasets/c7cb3ce4aaac4deb921e2a154cf22205_3.zip,All map layers from MD iMAP are in the process of being surveyed to determine this information.,State of Maryland,http://geodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer/3,https://www.arcgis.com/sharing/rest/community/groups/cd81557a119441339bc7f410786089e4/info/iso_category_icons_65-22.png,,qyns-3jhx,official,No,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer/3,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer
https://opendata.maryland.gov/d/958k-rqgi,958k-rqgi,TRUE,FALSE,,opendata.maryland.gov,href,MD iMAP: Maryland Transit - Baltimore Metro Subway Stops,"This is a MD iMAP hosted service layer. Find more information at http://imap.maryland.gov. Maryland Transit Administration Metro Subway Stops. This data is based upon the Winter 2014 schedule. See http://mta.maryland.gov/metro-subway for more information. Last Updated:  04/2015 Feature Service Layer Link: http://geodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer/4 ADDITIONAL LICENSE TERMS: The Spatial Data and the information therein (collectively ""the Data"") is provided ""as is"" without warranty of any kind either expressed implied or statutory. The user assumes the entire risk as to quality and performance of the Data. No guarantee of accuracy is granted nor is any responsibility for reliance thereon assumed. In no event shall the State of Maryland be liable for direct indirect incidental consequential or special damages of any kind. The State of Maryland does not accept liability for any damages or misrepresentation caused by inaccuracies in the Data or as a result to changes to the Data nor is there responsibility assumed to maintain the Data in any manner or form. The Data can be freely distributed as long as the metadata entry is not modified or deleted. Any data derived from the Data must acknowledge the State of Maryland in the metadata.",125,07/29/2016 09:01:00 PM +0000,07/29/2016 9:01:00 PM,Transportation,"tran,transportation,parking,runways,navigable waterways,transit,rail,bus,airport,sea port,mta,maryland transit authority,wmata,washington metropolitan area transit authority,metro,subway,light rail,marc,us bts,united states bureau of transportation statistics,wms,wfs,kml,maryland,md imap,md",0,Open Data Administrator,patrick.mcloughlin@maryland.gov,Public Domain,published,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/76579336f7be446a9111eacf46c933b0_4.kml,7/20/16,Service first issued on 2016-02-16. Service most recently modified on 2016-02-16.,https://opendata.maryland.gov/resource/958k-rqgi.json,,Bounding Box: -76.7808 (W) to -76.5941 (W) and 39.2894 (N) to 39.4076 (N),http://data.imap.maryland.gov/datasets/76579336f7be446a9111eacf46c933b0_4.zip,All map layers from MD iMAP are in the process of being surveyed to determine this information.,State of Maryland,http://geodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer/4,https://www.arcgis.com/sharing/rest/community/groups/cd81557a119441339bc7f410786089e4/info/iso_category_icons_65-22.png,,qyns-3jhx,official,No,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer/4,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer
https://opendata.maryland.gov/d/bmy3-j5i5,bmy3-j5i5,TRUE,FALSE,,opendata.maryland.gov,href,MD iMAP: Maryland Transit - MARC Train Lines,"This is a MD iMAP hosted service layer. Find more information at http://imap.maryland.gov. Maryland Transit Administration MARC Commuter Rail lines. For more information see http://mta.maryland.gov/marc-train. Last Updated:  04/2015 Feature Service Layer Link: http://geodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer/7 ADDITIONAL LICENSE TERMS: The Spatial Data and the information therein (collectively ""the Data"") is provided ""as is"" without warranty of any kind either expressed implied or statutory. The user assumes the entire risk as to quality and performance of the Data. No guarantee of accuracy is granted nor is any responsibility for reliance thereon assumed. In no event shall the State of Maryland be liable for direct indirect incidental consequential or special damages of any kind. The State of Maryland does not accept liability for any damages or misrepresentation caused by inaccuracies in the Data or as a result to changes to the Data nor is there responsibility assumed to maintain the Data in any manner or form. The Data can be freely distributed as long as the metadata entry is not modified or deleted. Any data derived from the Data must acknowledge the State of Maryland in the metadata.",195,07/29/2016 08:56:00 PM +0000,07/29/2016 8:56:00 PM,Transportation,"tran,transportation,parking,runways,navigable waterways,transit,rail,bus,airport,sea port,mta,maryland transit authority,wmata,washington metropolitan area transit authority,metro,subway,light rail,marc,us bts,united states bureau of transportation statistics,wms,wfs,kml,maryland,md imap,md",0,Open Data Administrator,patrick.mcloughlin@maryland.gov,Public Domain,published,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/60eba4b459a642378dfc63bf85de2dd2_7.kml,7/20/16,Service first issued on 2016-02-16. Service most recently modified on 2016-02-16.,https://opendata.maryland.gov/resource/bmy3-j5i5.json,,Bounding Box: -77.9617 (W) to -76.0733 (W) and 38.899 (N) to 39.5582 (N),http://data.imap.maryland.gov/datasets/60eba4b459a642378dfc63bf85de2dd2_7.zip,All map layers from MD iMAP are in the process of being surveyed to determine this information.,State of Maryland,http://geodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer/7,https://www.arcgis.com/sharing/rest/community/groups/cd81557a119441339bc7f410786089e4/info/iso_category_icons_65-22.png,,qyns-3jhx,official,No,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer/7,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer
https://opendata.maryland.gov/d/j2zf-ej96,j2zf-ej96,TRUE,FALSE,,opendata.maryland.gov,href,MD iMAP: Maryland Transit - MTA Bus Stops,"This is a MD iMAP hosted service layer. Find more information at http://imap.maryland.gov. Maryland Tranist Administration Transit Stops and Stations including Local Bus -  Commuter Bus & Intercity Bus. schedule. Last Updated:  04/2015 Feature Service Layer Link: http://geodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer/10 ADDITIONAL LICENSE TERMS: The Spatial Data and the information therein (collectively ""the Data"") is provided ""as is"" without warranty of any kind either expressed implied or statutory. The user assumes the entire risk as to quality and performance of the Data. No guarantee of accuracy is granted nor is any responsibility for reliance thereon assumed. In no event shall the State of Maryland be liable for direct indirect incidental consequential or special damages of any kind. The State of Maryland does not accept liability for any damages or misrepresentation caused by inaccuracies in the Data or as a result to changes to the Data nor is there responsibility assumed to maintain the Data in any manner or form. The Data can be freely distributed as long as the metadata entry is not modified or deleted. Any data derived from the Data must acknowledge the State of Maryland in the metadata.",564,07/29/2016 08:53:00 PM +0000,07/29/2016 8:53:00 PM,Transportation,"tran,transportation,parking,runways,navigable waterways,transit,rail,bus,airport,sea port,mta,maryland transit authority,wmata,washington metropolitan area transit authority,metro,subway,light rail,marc,us bts,united states bureau of transportation statistics,wms,wfs,kml,maryland,md imap,md",0,Open Data Administrator,patrick.mcloughlin@maryland.gov,Public Domain,published,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/cf30fef14ac44aad92c135f6fc8adfbe_10.kml,7/20/16,Service first issued on 2016-02-16. Service most recently modified on 2016-02-16.,https://opendata.maryland.gov/resource/j2zf-ej96.json,,Bounding Box: -79.1006 (W) to -75.1027 (W) and 38.3135 (N) to 39.7377 (N),http://data.imap.maryland.gov/datasets/cf30fef14ac44aad92c135f6fc8adfbe_10.zip,All map layers from MD iMAP are in the process of being surveyed to determine this information.,State of Maryland,http://geodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer/10,https://www.arcgis.com/sharing/rest/community/groups/cd81557a119441339bc7f410786089e4/info/iso_category_icons_65-22.png,,qyns-3jhx,official,No,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer/10,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer
https://opendata.maryland.gov/d/t58q-6d7j,t58q-6d7j,TRUE,FALSE,,opendata.maryland.gov,href,MD iMAP: Maryland Transit - Baltimore Metro Subway Parking,"This is a MD iMAP hosted service layer. Find more information at http://imap.maryland.gov. Maryland Transit Administration METRO Parking Facilities. The 15.5-mile -  14-station Metro Subway system operates every. 8-10 minutes during the morning and evening peak periods; 11 minutes during weekday evenings; 15 minutes on Saturdays -  Sundays and holidays. For more information see http://mta.maryland.gov/metro-subway. Last Updated:  03/01/2013 Feature Service Layer Link: http://geodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer/14 ADDITIONAL LICENSE TERMS: The Spatial Data and the information therein (collectively ""the Data"") is provided ""as is"" without warranty of any kind either expressed implied or statutory. The user assumes the entire risk as to quality and performance of the Data. No guarantee of accuracy is granted nor is any responsibility for reliance thereon assumed. In no event shall the State of Maryland be liable for direct indirect incidental consequential or special damages of any kind. The State of Maryland does not accept liability for any damages or misrepresentation caused by inaccuracies in the Data or as a result to changes to the Data nor is there responsibility assumed to maintain the Data in any manner or form. The Data can be freely distributed as long as the metadata entry is not modified or deleted. Any data derived from the Data must acknowledge the State of Maryland in the metadata.",54,07/29/2016 08:51:00 PM +0000,07/29/2016 8:51:00 PM,Transportation,"tran,transportation,parking,runways,navigable waterways,transit,rail,bus,airport,sea port,mta,maryland transit authority,wmata,washington metropolitan area transit authority,metro,subway,light rail,marc,us bts,united states bureau of transportation statistics,wms,wfs,kml,maryland,md imap,md",0,Open Data Administrator,patrick.mcloughlin@maryland.gov,Public Domain,published,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/f869dd5931684240bcf39a4ef2012908_14.kml,7/20/16,Service first issued on 2016-02-16. Service most recently modified on 2016-02-16.,https://opendata.maryland.gov/resource/t58q-6d7j.json,,Bounding Box: -76.7799 (W) to -76.6529 (W) and 39.318 (N) to 39.4073 (N),http://data.imap.maryland.gov/datasets/f869dd5931684240bcf39a4ef2012908_14.zip,All map layers from MD iMAP are in the process of being surveyed to determine this information.,State of Maryland,http://geodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer/14,https://www.arcgis.com/sharing/rest/community/groups/cd81557a119441339bc7f410786089e4/info/iso_category_icons_65-22.png,,qyns-3jhx,official,No,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer/14,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_Transit/FeatureServer
